timestamp,seconds_elapsed,total_queries,hit_rate
22:18:40,3332.53,28600,91.22
22:18:41,3333.59,28700,91.24
22:19:05,3357.6,29000,91.29
22:20:07,3419.92,29600,91.29
22:20:42,3455.17,29900,91.29
22:20:43,3456.23,30000,91.31
22:21:06,3479.13,30300,91.35
22:21:29,3502.04,30500,91.34
22:21:49,3522.47,30700,91.35
22:22:48,3581.33,31300,91.37
22:23:08,3600.68,31400,91.36
22:24:57,3710.41,32300,91.35
22:25:58,3770.72,32700,91.3
22:26:16,3789.03,32800,91.31
22:27:18,3851.35,33200,91.26
22:28:01,3893.81,33600,91.28
22:28:22,3914.92,33900,91.3
22:31:00,4072.88,35300,91.32
22:31:20,4092.64,35400,91.32
22:31:40,4112.89,35600,91.3
22:32:00,4133.05,35800,91.31
22:32:24,4157.24,36100,91.35
22:33:04,4196.93,36400,91.32
22:33:52,4244.69,36800,91.32
22:34:37,4290.44,37300,91.34
22:34:39,4291.5,37400,91.36
22:34:59,4311.5,37600,91.37
22:36:19,4391.86,38100,91.32
22:37:21,4453.67,38500,91.29
22:37:22,4454.74,38600,91.3
22:37:41,4473.54,38800,91.32
22:38:24,4516.72,39100,91.31
22:38:44,4537.31,39200,91.29
22:39:05,4558.14,39300,91.27
22:39:06,4559.2,39400,91.29
22:39:25,4578.0,39500,91.29
22:39:46,4598.88,39600,91.26
22:40:05,4618.21,39700,91.25
22:42:15,4747.54,40900,91.27
22:42:34,4767.13,41100,91.29
22:42:56,4788.61,41200,91.27
22:43:16,4808.71,41300,91.25
22:43:37,4829.65,41400,91.25
22:43:58,4850.73,41500,91.23
22:43:59,4851.79,41600,91.23
22:44:41,4894.28,41900,91.24
22:45:06,4918.52,42100,91.22
22:45:27,4939.89,42200,91.21
22:46:13,4985.53,42700,91.23
22:46:32,5005.2,42900,91.25
22:46:55,5027.8,43200,91.27
22:46:56,5028.85,43300,91.29
22:47:16,5049.02,43400,91.27
22:47:17,5050.07,43500,91.27
22:48:18,5110.9,43900,91.27
22:48:39,5132.45,44100,91.26
22:49:41,5193.84,44700,91.27
22:50:02,5215.43,44900,91.28
22:52:23,5356.15,45700,91.22
22:52:24,5357.21,45800,91.23
22:52:42,5374.62,45900,91.23
22:53:02,5394.7,46200,91.24
22:53:24,5416.77,46300,91.24
22:53:25,5417.82,46400,91.23
22:53:44,5437.18,46600,91.24
22:54:02,5455.06,46700,91.24
22:55:02,5515.07,47200,91.23
22:55:25,5538.34,47400,91.24
22:55:50,5562.59,47600,91.24
22:56:14,5587.45,47700,91.22
22:56:15,5588.49,47800,91.23
22:57:38,5670.88,48400,91.21
22:57:58,5691.02,48600,91.22
22:58:20,5712.69,48900,91.25
22:58:21,5713.81,49000,91.26
23:00:01,5813.64,49600,91.21
23:00:22,5835.29,49800,91.23
23:00:42,5855.41,49900,91.21
23:01:40,5912.97,50500,91.23
23:01:58,5930.72,50600,91.22
23:02:21,5954.47,50700,91.21
23:02:39,5971.74,50800,91.21
23:03:00,5993.1,50900,91.18
23:04:21,6073.79,51400,91.15
23:04:42,6094.59,51500,91.15
23:05:44,6156.72,52100,91.16
23:06:24,6196.71,52400,91.14
23:07:20,6252.59,52900,91.16
23:08:01,6293.92,53200,91.15
23:08:22,6314.78,53400,91.15
23:08:45,6337.71,53600,91.14
23:09:07,6359.65,53700,91.15
23:10:08,6421.1,54100,91.12
23:10:28,6441.44,54200,91.11
23:10:49,6462.33,54400,91.11
23:11:06,6479.35,54600,91.12
23:11:25,6498.15,54800,91.13
23:11:40,6513.33,54900,91.13
23:12:26,6558.5,55200,91.11
23:13:27,6620.14,55800,91.12
23:14:08,6661.18,56100,91.11
23:14:30,6683.13,56200,91.1
23:14:52,6704.97,56500,91.13
23:15:18,6730.84,56700,91.12
23:15:40,6752.92,56800,91.12
23:16:01,6773.79,57000,91.11
23:16:22,6794.59,57200,91.11
23:16:41,6813.84,57300,91.11
23:17:03,6835.51,57400,91.1
23:17:44,6876.86,57900,91.12
23:18:51,6944.45,58700,91.15
23:19:13,6965.94,59000,91.16
23:19:35,6987.56,59200,91.18
23:19:54,7006.52,59400,91.17
23:20:12,7025.01,59500,91.16
23:20:37,7050.26,59700,91.17
23:20:57,7069.65,59900,91.17
23:21:15,7088.17,60000,91.16
23:21:36,7109.08,60100,91.16
23:22:01,7134.1,60400,91.16
23:22:22,7154.8,60600,91.17
23:22:43,7175.99,60800,91.17
23:23:05,7197.88,60900,91.16
23:24:01,7254.37,61400,91.16
23:24:43,7296.08,61800,91.18
23:25:07,7319.64,62200,91.19
23:25:35,7347.62,62400,91.19
23:26:16,7389.48,62800,91.19
23:26:37,7410.11,62900,91.18
23:26:38,7411.14,63000,91.19
23:26:39,7412.18,63100,91.2
23:27:00,7432.62,63300,91.22
23:27:20,7452.95,63500,91.21
23:27:40,7472.98,63700,91.22
23:28:02,7494.75,63900,91.23
23:28:39,7532.3,64200,91.21
23:28:59,7552.15,64300,91.22
23:29:17,7570.23,64400,91.2
23:29:41,7594.46,64500,91.19
23:30:04,7616.5,64600,91.18
23:31:02,7675.13,65200,91.2
23:31:22,7694.65,65500,91.2
23:31:45,7718.2,65700,91.21
23:32:05,7738.37,65900,91.22
23:32:24,7757.25,66100,91.21
23:32:51,7783.63,66400,91.22
23:34:34,7886.97,67400,91.24
23:34:54,7907.26,67600,91.24
23:35:13,7925.77,67700,91.23
23:35:36,7949.31,67900,91.24
23:36:17,7990.11,68200,91.23
23:37:37,8069.95,69000,91.24
23:38:01,8094.2,69200,91.24
23:39:04,8157.05,69700,91.24
23:40:54,8266.95,70500,91.22
23:42:22,8355.1,71200,91.21
23:42:42,8374.67,71300,91.21
23:43:04,8397.1,71500,91.2
23:43:46,8439.23,71900,91.21
23:44:05,8458.46,72100,91.21
23:45:20,8532.58,72800,91.22
23:45:38,8550.57,73000,91.23
23:46:22,8594.76,73300,91.22
23:47:01,8633.71,73700,91.23
23:49:06,8759.4,74900,91.24
23:49:54,8807.33,75400,91.26
23:50:16,8828.72,75500,91.25
23:50:56,8869.37,76000,91.26
23:51:11,8884.36,76100,91.27
23:51:29,8901.91,76300,91.26
23:51:52,8925.35,76500,91.27
23:52:36,8969.0,76800,91.25
23:53:36,9029.18,77200,91.25
23:53:58,9050.78,77500,91.26
23:53:59,9051.82,77600,91.26
23:54:36,9089.2,78000,91.28
23:54:57,9110.2,78200,91.28
23:55:19,9132.3,78300,91.27
23:55:41,9153.94,78400,91.27
23:56:04,9176.51,78600,91.26
23:56:24,9196.59,78800,91.27
23:56:25,9197.63,78900,91.28
23:56:44,9216.5,79100,91.28
23:57:08,9240.78,79400,91.28
23:57:29,9261.73,79600,91.29
23:57:48,9280.93,79800,91.3
23:58:12,9304.7,80000,91.29
23:58:55,9348.26,80300,91.29
23:59:17,9370.23,80600,91.29
23:59:39,9391.97,80700,91.29
00:00:00,9412.82,80800,91.28
00:00:22,9434.7,81000,91.27
00:01:01,9473.62,81400,91.29
00:02:23,9556.38,82200,91.29
00:02:42,9575.18,82400,91.3
00:02:43,9576.23,82500,91.31
00:03:25,9618.3,82800,91.3
00:03:44,9636.92,83100,91.32
00:04:02,9655.38,83200,91.32
00:04:20,9673.12,83400,91.31
00:04:41,9694.46,83700,91.32
00:05:04,9716.63,83900,91.33
00:05:22,9735.36,84000,91.33
00:05:45,9758.28,84200,91.31
00:06:25,9798.46,84600,91.33
00:06:47,9820.26,84700,91.32
00:07:32,9865.01,85000,91.32
00:08:14,9907.3,85300,91.3
00:08:39,9932.46,85600,91.32
00:09:00,9953.04,85700,91.3
00:09:18,9970.85,85900,91.31
00:09:42,9994.96,86300,91.33
00:10:03,10015.87,86500,91.32
00:10:26,10038.96,86800,91.34
00:10:49,10061.93,87200,91.36
00:11:11,10084.43,87400,91.36
00:12:14,10146.69,87800,91.35
00:12:57,10190.15,88200,91.35
00:14:04,10257.24,88800,91.36
00:14:23,10276.29,89000,91.35
00:14:44,10297.24,89200,91.35
00:15:05,10317.61,89300,91.35
00:16:04,10377.12,90000,91.37
00:16:43,10415.65,90400,91.36
00:17:04,10436.92,90500,91.37
00:17:49,10481.72,90900,91.36
00:18:07,10499.89,91100,91.37
00:18:24,10516.81,91300,91.38
00:18:43,10535.93,91500,91.37
00:19:04,10556.59,91700,91.38
00:19:21,10574.39,91800,91.38
00:20:07,10620.0,92200,91.37
00:21:12,10685.43,92600,91.36
00:21:31,10704.29,92800,91.36
00:21:54,10727.13,93000,91.36
00:22:11,10743.52,93100,91.36
00:22:52,10785.18,93400,91.35
