timestamp,seconds_elapsed,total_queries,hit_rate,avg_latency_ms
20:49:49,1338.69,13300,100.0,0.26
20:50:40,1389.81,13800,100.0,0.27
20:50:56,1405.66,14000,100.0,0.27
20:51:26,1435.95,14200,100.0,0.27
20:52:50,1519.25,15300,100.0,0.27
20:53:18,1547.24,15900,100.0,0.27
20:54:28,1618.05,16500,100.0,0.27
20:55:06,1655.64,16900,100.0,0.27
20:55:14,1663.58,17000,100.0,0.27
20:55:55,1705.04,17300,100.0,0.27
20:56:11,1721.17,17400,100.0,0.27
20:56:23,1732.77,17500,100.0,0.27
20:56:47,1756.71,17600,100.0,0.27
20:57:08,1777.74,17900,100.0,0.27
20:57:32,1801.88,18200,100.0,0.27
20:58:00,1829.21,18300,100.0,0.27
20:58:32,1862.15,18600,100.0,0.27
20:59:24,1913.83,18900,100.0,0.27
20:59:53,1942.95,19200,100.0,0.27
21:00:02,1952.13,19400,100.0,0.27
21:00:40,1989.87,19500,100.0,0.27
21:01:13,2022.56,19700,100.0,0.27
21:01:24,2033.53,19900,100.0,0.27
21:01:52,2062.19,20300,100.0,0.27
21:02:29,2099.04,20800,100.0,0.27
21:02:54,2123.73,21200,100.0,0.27
21:04:18,2207.99,21800,100.0,0.27
21:04:41,2231.07,22000,100.0,0.27
21:05:54,2303.52,22700,100.0,0.27
21:06:05,2315.0,22900,100.0,0.27
21:06:14,2324.15,23100,100.0,0.27
21:06:40,2349.56,23500,100.0,0.27
21:06:55,2364.35,23600,100.0,0.27
21:09:13,2502.98,24600,100.0,0.28
21:09:38,2527.37,24800,100.0,0.28
21:09:45,2535.11,24900,100.0,0.28
21:09:58,2547.88,25000,100.0,0.28
21:10:08,2557.56,25100,100.0,0.28
21:10:16,2565.22,25300,100.0,0.28
21:10:57,2606.2,25900,100.0,0.28
21:12:27,2696.4,26700,100.0,0.28
21:13:51,2780.68,27200,100.0,0.28
21:14:42,2831.32,27600,100.0,0.28
21:14:51,2840.82,27800,100.0,0.28
21:15:25,2874.49,28100,100.0,0.28
21:16:12,2921.25,28600,100.0,0.28
21:17:04,2973.82,29000,100.0,0.28
21:17:20,2989.88,29100,100.0,0.28
21:17:37,3007.02,29300,100.0,0.28
21:17:55,3025.02,29500,100.0,0.28
21:18:39,3068.33,29800,100.0,0.28
21:19:00,3089.54,30000,100.0,0.28
21:19:54,3143.37,30200,100.0,0.28
21:20:28,3177.83,30700,100.0,0.28
21:21:08,3217.76,31300,100.0,0.28
21:21:32,3241.36,31600,100.0,0.28
21:21:42,3251.29,31700,100.0,0.28
21:22:03,3272.56,31800,100.0,0.28
21:22:59,3328.72,32100,100.0,0.28
21:23:12,3341.36,32300,100.0,0.28
21:23:30,3359.38,32400,100.0,0.28
21:23:36,3365.78,32600,100.0,0.28
21:24:09,3398.34,33000,100.0,0.28
21:24:39,3428.38,33200,100.0,0.28
21:24:49,3438.64,33300,100.0,0.28
21:25:16,3465.67,33600,100.0,0.29
21:26:26,3535.47,34500,100.0,0.29
21:26:53,3562.4,34900,100.0,0.29
21:27:12,3581.81,35000,100.0,0.29
21:27:26,3596.01,35200,100.0,0.29
21:27:56,3625.37,35500,100.0,0.29
21:28:17,3646.65,35600,100.0,0.29
21:28:30,3659.56,35800,100.0,0.29
21:29:08,3697.71,36100,100.0,0.29
21:30:30,3779.35,36600,100.0,0.29
21:30:43,3792.67,36700,100.0,0.29
21:30:58,3808.18,37000,100.0,0.29
21:32:01,3870.82,37500,100.0,0.29
21:32:10,3880.06,37600,100.0,0.29
21:33:06,3935.8,38100,100.0,0.29
21:33:57,3987.16,38400,100.0,0.29
21:34:04,3993.89,38600,100.0,0.29
21:34:26,4015.31,38800,100.0,0.29
21:34:43,4032.22,39000,100.0,0.29
21:34:57,4046.83,39100,100.0,0.29
21:34:58,4047.88,39200,100.0,0.29
21:35:39,4089.04,39400,100.0,0.29
21:36:43,4153.05,39800,100.0,0.29
21:37:00,4169.41,39900,100.0,0.29
21:37:10,4179.71,40100,100.0,0.29
21:37:11,4180.77,40200,100.0,0.29
21:37:56,4225.77,40500,100.0,0.27
21:38:12,4241.99,40700,100.0,0.27
21:38:33,4262.58,40900,100.0,0.27
21:39:02,4291.23,41000,100.0,0.27
21:39:26,4315.78,41100,100.0,0.27
21:39:35,4324.32,41200,100.0,0.27
21:40:04,4353.77,41300,100.0,0.27
21:40:25,4374.3,41500,100.0,0.27
21:40:55,4404.21,41700,100.0,0.27
21:41:27,4436.21,41800,100.0,0.27
21:42:02,4471.44,42100,100.0,0.27
21:42:12,4481.46,42200,100.0,0.27
21:42:42,4511.77,42500,100.0,0.27
21:43:15,4544.93,42700,100.0,0.27
21:43:54,4583.44,42800,100.0,0.27
21:45:37,4686.55,43300,100.0,0.27
21:46:18,4727.53,43400,100.0,0.27
21:46:42,4752.02,43500,100.0,0.27
21:47:30,4799.5,44000,100.0,0.27
21:47:44,4813.69,44100,100.0,0.27
21:47:55,4824.2,44200,100.0,0.27
21:47:56,4825.27,44300,100.0,0.27
21:48:18,4847.67,44500,100.0,0.27
21:48:55,4884.54,44600,100.0,0.27
21:49:23,4913.1,44900,100.0,0.27
21:49:40,4929.2,45100,100.0,0.27
21:50:30,4979.69,45600,100.0,0.28
21:50:54,5003.9,45800,100.0,0.28
21:51:13,5022.84,45900,100.0,0.28
21:51:46,5055.53,46200,100.0,0.28
21:52:21,5090.41,46500,100.0,0.28
21:52:32,5101.49,46900,100.0,0.28
21:52:57,5126.38,47100,100.0,0.28
21:53:26,5156.03,47500,100.0,0.28
21:53:59,5188.86,47800,100.0,0.28
21:54:51,5240.81,48200,100.0,0.28
21:55:13,5262.67,48600,100.0,0.28
21:55:38,5287.31,48800,100.0,0.28
21:55:47,5296.35,49100,100.0,0.28
21:56:35,5344.27,49400,100.0,0.28
21:57:12,5381.59,49500,100.0,0.28
21:57:30,5399.42,49800,100.0,0.28
21:58:05,5434.95,50000,100.0,0.28
21:58:47,5476.73,50300,100.0,0.28
21:59:07,5496.92,50400,100.0,0.28
21:59:27,5516.5,50500,100.0,0.28
21:59:49,5538.69,50800,100.0,0.28
22:00:04,5554.12,51200,100.0,0.28
22:00:52,5602.09,51500,100.0,0.28
22:01:15,5624.74,51600,100.0,0.28
22:01:42,5651.62,51900,100.0,0.28
22:02:22,5691.53,52300,100.0,0.28
22:03:12,5741.49,52600,100.0,0.28
22:03:40,5769.94,52900,100.0,0.28
22:04:22,5811.32,53300,100.0,0.28
22:05:22,5871.38,53700,100.0,0.28
22:05:42,5891.24,53800,100.0,0.28
22:06:28,5938.13,54200,100.0,0.28
22:06:46,5955.86,54400,100.0,0.28
22:07:05,5974.42,54500,100.0,0.28
22:09:18,6107.4,55700,100.0,0.28
22:09:28,6117.96,56000,100.0,0.28
22:09:37,6126.86,56200,100.0,0.28
22:10:07,6156.22,56400,100.0,0.28
22:10:22,6171.21,56500,100.0,0.28
22:10:46,6195.85,56700,100.0,0.28
22:11:02,6211.52,57000,100.0,0.28
22:11:30,6239.55,57300,100.0,0.28
22:11:39,6249.02,57500,100.0,0.28
22:11:57,6267.01,57700,100.0,0.28
22:12:38,6307.58,58100,100.0,0.28
22:12:55,6324.97,58400,100.0,0.28
22:13:15,6344.72,58500,100.0,0.28
22:13:50,6379.46,58700,100.0,0.28
22:14:07,6396.38,58800,100.0,0.28
22:14:19,6408.6,59000,100.0,0.28
22:14:43,6432.32,59100,100.0,0.28
22:15:37,6486.97,59400,100.0,0.28
22:15:41,6491.14,59500,100.0,0.28
22:16:00,6509.5,59700,100.0,0.28
22:16:12,6522.07,60000,100.0,0.28
22:17:02,6572.19,60300,100.0,0.28
22:17:33,6602.41,60500,100.0,0.28
22:19:23,6712.37,61300,100.0,0.28
22:20:11,6760.6,61700,100.0,0.28
22:22:13,6882.85,62400,100.0,0.28
22:22:47,6916.69,62700,100.0,0.28
22:23:12,6941.78,62900,100.0,0.28
22:24:02,6991.46,63400,100.0,0.28
22:24:23,7013.16,63600,100.0,0.28
22:24:29,7019.12,63700,100.0,0.28
22:24:40,7029.82,63800,100.0,0.28
22:25:08,7058.02,64000,100.0,0.28
22:26:52,7161.35,64800,100.0,0.28
22:28:03,7232.68,65400,100.0,0.28
22:28:38,7267.59,65600,100.0,0.28
22:29:02,7292.08,65900,100.0,0.28
22:29:09,7299.16,66100,100.0,0.28
22:30:21,7370.58,66500,100.0,0.28
22:30:45,7394.37,66600,100.0,0.28
22:32:07,7476.21,67300,100.0,0.28
22:32:08,7477.27,67400,100.0,0.28
22:32:36,7506.1,67600,100.0,0.28
22:32:42,7511.68,67800,100.0,0.28
22:33:00,7529.57,67900,100.0,0.28
22:33:20,7549.66,68100,100.0,0.28
22:33:35,7564.59,68200,100.0,0.28
22:33:52,7581.37,68400,100.0,0.28
22:33:53,7582.43,68500,100.0,0.28
22:33:54,7583.48,68600,100.0,0.28
22:35:51,7700.8,69500,100.0,0.28
22:36:50,7759.7,70000,100.0,0.28
22:38:27,7856.64,70700,100.0,0.28
22:38:54,7883.7,70900,100.0,0.28
22:38:55,7884.76,71000,100.0,0.28
22:38:56,7885.81,71100,100.0,0.28
22:38:57,7886.86,71200,100.0,0.28
22:39:26,7915.77,71400,100.0,0.28
22:39:44,7933.29,71500,100.0,0.28
22:40:02,7952.14,71700,100.0,0.28
22:40:26,7976.06,71900,100.0,0.28
22:40:59,8008.37,72200,100.0,0.28
22:41:08,8018.14,72500,100.0,0.28
22:41:39,8048.58,72700,100.0,0.28
22:42:44,8113.88,73300,100.0,0.28
22:43:11,8140.92,73800,100.0,0.28
22:43:30,8159.24,73900,100.0,0.28
22:43:39,8168.27,74000,100.0,0.28
22:43:40,8169.32,74100,100.0,0.28
22:43:54,8183.76,74300,100.0,0.28
22:44:33,8222.97,74700,100.0,0.27
22:44:41,8230.48,74800,100.0,0.27
22:45:00,8249.98,75100,100.0,0.27
22:45:20,8269.79,75300,100.0,0.27
22:45:52,8301.32,75600,100.0,0.27
22:46:19,8328.5,76000,100.0,0.27
22:46:20,8329.57,76100,100.0,0.27
22:46:34,8343.31,76300,100.0,0.27
22:46:46,8356.17,76400,100.0,0.27
22:47:13,8382.54,76600,100.0,0.27
22:49:02,8491.23,77300,100.0,0.27
22:49:35,8524.64,77600,100.0,0.27
22:50:08,8558.02,77700,100.0,0.27
22:50:21,8570.26,77900,100.0,0.27
22:50:35,8584.64,78100,100.0,0.27
22:51:13,8622.9,78600,100.0,0.27
22:51:27,8636.73,78700,100.0,0.27
22:52:40,8709.54,79200,100.0,0.27
22:52:50,8719.56,79300,100.0,0.27
22:53:09,8738.89,79400,100.0,0.27
22:53:49,8778.65,79700,100.0,0.27
22:53:58,8787.54,79800,100.0,0.27
22:54:25,8814.67,80000,100.0,0.27
22:54:49,8838.7,80300,100.0,0.27
22:55:14,8863.34,80500,100.0,0.27
22:55:15,8864.4,80600,100.0,0.27
22:56:44,8953.39,81100,100.0,0.27
22:56:53,8962.9,81200,100.0,0.28
22:57:24,8993.27,81600,100.0,0.28
22:57:45,9014.47,81900,100.0,0.28
22:58:40,9069.77,82700,100.0,0.28
22:59:14,9103.69,82900,100.0,0.28
22:59:34,9123.69,83100,100.0,0.28
22:59:56,9145.99,83200,100.0,0.28
23:00:15,9165.07,83400,100.0,0.28
23:01:00,9209.95,84000,100.0,0.28
23:01:15,9224.5,84200,100.0,0.28
23:01:16,9225.56,84300,100.0,0.28
23:01:38,9247.23,84400,100.0,0.28
23:02:10,9279.42,84500,100.0,0.28
23:02:38,9308.1,84700,100.0,0.28
23:03:03,9332.53,84900,100.0,0.28
23:03:23,9352.57,85100,100.0,0.28
23:04:20,9409.86,85700,100.0,0.28
23:05:49,9498.79,86600,100.0,0.28
23:06:15,9524.23,86700,100.0,0.28
23:06:30,9539.85,86900,100.0,0.28
23:06:58,9567.8,87000,100.0,0.28
23:07:27,9597.18,87200,100.0,0.28
23:08:21,9650.88,87700,100.0,0.28
23:08:59,9689.05,87800,100.0,0.28
23:09:37,9726.73,88100,100.0,0.28
23:10:15,9764.98,88300,100.0,0.28
23:10:32,9781.82,88500,100.0,0.28
23:10:46,9795.72,88700,100.0,0.28
23:11:15,9825.03,89100,100.0,0.28
23:11:59,9868.75,89500,100.0,0.28
23:12:08,9877.29,89600,100.0,0.28
23:12:16,9885.78,89800,100.0,0.28
23:12:41,9910.96,89900,100.0,0.28
23:14:39,10028.3,90800,100.0,0.28
23:16:02,10111.55,91700,100.0,0.28
23:16:30,10140.12,91800,100.0,0.28
23:16:48,10157.78,91900,100.0,0.28
23:17:14,10183.61,92100,100.0,0.28
23:17:27,10196.97,92200,100.0,0.28
23:18:16,10245.24,92500,100.0,0.28
23:18:44,10273.31,92700,100.0,0.28
23:18:51,10280.85,92900,100.0,0.28
23:19:20,10309.85,93200,100.0,0.28
23:19:36,10325.22,93300,100.0,0.28
23:20:28,10377.29,93600,100.0,0.28
23:21:02,10411.69,93900,100.0,0.28
23:21:29,10438.84,94000,100.0,0.28
23:21:57,10466.64,94200,100.0,0.28
23:22:07,10476.96,94400,100.0,0.28
23:22:21,10491.19,94600,100.0,0.28
23:23:54,10583.42,95200,100.0,0.28
23:24:03,10592.41,95400,100.0,0.28
23:24:52,10641.51,95700,100.0,0.28
23:25:14,10663.54,95900,100.0,0.28
23:25:28,10677.73,96000,100.0,0.28
23:25:53,10702.83,96100,100.0,0.28
23:26:22,10732.12,96300,100.0,0.28
23:27:07,10776.45,96500,100.0,0.28
23:27:39,10809.17,96800,100.0,0.28
23:28:53,10883.14,97300,100.0,0.28
23:29:11,10900.56,97400,100.0,0.28
23:29:52,10941.49,97700,100.0,0.28
23:30:28,10978.19,97800,100.0,0.28
23:30:48,10997.8,98000,100.0,0.28
23:31:48,11057.43,98500,100.0,0.28
23:31:57,11066.96,98700,100.0,0.28
23:32:08,11077.52,98800,100.0,0.28
23:32:38,11108.06,99100,100.0,0.28
23:33:19,11148.89,99300,100.0,0.28
23:33:50,11180.11,99500,100.0,0.28
23:34:09,11199.15,99800,100.0,0.28
23:34:33,11222.82,99900,100.0,0.28
23:34:48,11237.41,100000,100.0,0.28
23:35:03,11252.5,100200,100.0,0.28
23:35:25,11274.65,100400,100.0,0.28
23:36:10,11319.61,101000,100.0,0.28
23:36:51,11360.42,101300,100.0,0.28
23:38:31,11460.95,102100,100.0,0.28
23:39:18,11507.59,102500,100.0,0.28
23:39:32,11521.97,102600,100.0,0.28
23:39:49,11538.48,102700,100.0,0.28
23:40:04,11554.06,103000,100.0,0.28
23:40:15,11564.88,103100,100.0,0.28
23:40:16,11565.93,103200,100.0,0.28
23:40:33,11582.25,103300,100.0,0.28
23:41:43,11652.21,104000,100.0,0.28
23:42:07,11677.1,104100,100.0,0.28
23:42:40,11709.3,104500,100.0,0.28
23:42:58,11727.71,104600,100.0,0.28
23:43:28,11757.4,105100,100.0,0.28
23:43:58,11787.61,105400,100.0,0.28
23:44:03,11793.0,105500,100.0,0.28
23:44:16,11805.39,105700,100.0,0.28
23:44:42,11831.81,105800,100.0,0.28
23:45:44,11893.88,106200,100.0,0.28
23:46:29,11938.91,106400,100.0,0.28
23:47:08,11977.79,106500,100.0,0.28
23:47:36,12005.57,106700,100.0,0.28
23:47:59,12028.38,106900,100.0,0.28
23:48:00,12029.42,107000,100.0,0.28
23:48:16,12045.47,107100,100.0,0.28
23:49:04,12094.15,107500,100.0,0.28
23:49:35,12125.0,108000,100.0,0.28
23:50:30,12179.62,108300,100.0,0.28
23:50:31,12180.66,108400,100.0,0.28
23:50:47,12196.38,108600,100.0,0.28
23:50:59,12208.42,108800,100.0,0.28
23:51:31,12240.85,109100,100.0,0.28
23:52:41,12310.92,109500,100.0,0.28
23:52:59,12328.22,109800,100.0,0.28
23:53:12,12341.64,109900,100.0,0.28
23:53:30,12359.9,110100,100.0,0.28
23:53:44,12374.06,110200,100.0,0.28
23:54:20,12409.28,110600,100.0,0.28
23:54:39,12428.84,110800,100.0,0.28
23:55:07,12456.24,111100,100.0,0.28
23:56:07,12516.89,111700,100.0,0.28
23:56:16,12525.44,111800,100.0,0.28
23:56:27,12536.38,112000,100.0,0.28
23:56:34,12543.49,112300,100.0,0.28
23:56:52,12561.59,112500,100.0,0.28
23:57:09,12578.74,112700,100.0,0.28
23:57:28,12597.26,112800,100.0,0.28
23:57:55,12624.63,112900,100.0,0.28
23:58:11,12641.1,113200,100.0,0.28
23:58:23,12652.78,113400,100.0,0.28
23:58:32,12661.28,113500,100.0,0.28
23:58:58,12688.0,113700,100.0,0.28
23:59:19,12708.64,113800,100.0,0.28
00:00:00,12749.78,114100,100.0,0.28
00:00:40,12789.92,114500,100.0,0.28
00:00:58,12807.44,114800,100.0,0.28
00:01:09,12818.48,115100,100.0,0.28
00:02:08,12878.04,115500,100.0,0.28
00:02:28,12897.5,115600,100.0,0.28
00:02:47,12916.68,115800,100.0,0.28
00:03:13,12942.48,116000,100.0,0.28
00:03:36,12965.29,116100,100.0,0.28
00:05:06,13055.56,116600,100.0,0.28
00:05:36,13085.8,116900,100.0,0.28
00:06:00,13109.91,117200,100.0,0.28
00:06:46,13155.67,117700,100.0,0.28
00:07:07,13176.78,117900,100.0,0.28
00:07:40,13209.95,118200,100.0,0.28
00:08:49,13278.57,118800,100.0,0.28
00:09:04,13293.86,119100,100.0,0.28
00:09:49,13339.11,119300,100.0,0.28
00:09:57,13346.39,119400,100.0,0.28
00:10:29,13378.67,119500,100.0,0.28
00:10:35,13384.67,119700,100.0,0.28
00:11:05,13414.37,120100,100.0,0.28
00:11:06,13415.4,120200,100.0,0.28
00:11:20,13429.48,120400,100.0,0.28
00:12:16,13485.73,121000,100.0,0.28
00:14:36,13625.55,122300,100.0,0.28
00:15:05,13654.25,122700,100.0,0.28
00:15:51,13700.84,123100,100.0,0.28
00:16:11,13720.27,123300,100.0,0.28
00:18:08,13838.15,123900,100.0,0.28
00:18:09,13839.18,124000,100.0,0.28
00:18:48,13877.9,124100,100.0,0.28
00:18:49,13878.93,124200,100.0,0.28
00:19:13,13902.92,124300,100.0,0.28
00:19:14,13903.95,124400,100.0,0.28
00:19:38,13927.64,124800,100.0,0.28
00:19:54,13944.06,125200,100.0,0.28
00:20:13,13962.86,125500,100.0,0.28
00:21:15,14024.4,126000,100.0,0.28
00:21:44,14053.82,126100,100.0,0.28
00:22:07,14076.61,126300,100.0,0.28
00:22:33,14103.08,126400,100.0,0.28
00:23:04,14133.82,126800,100.0,0.28
00:23:34,14163.81,127000,100.0,0.28
00:24:13,14203.09,127300,100.0,0.28
00:24:33,14222.71,127500,100.0,0.28
00:25:00,14249.64,127900,100.0,0.28
00:25:20,14269.77,128000,100.0,0.28
00:25:34,14283.59,128100,100.0,0.28
00:25:47,14296.42,128200,100.0,0.28
00:25:59,14309.06,128500,100.0,0.28
00:26:00,14310.1,128600,100.0,0.28
00:26:01,14311.14,128700,100.0,0.28
00:26:25,14334.24,129200,100.0,0.28
00:27:15,14384.95,129300,100.0,0.28
00:27:32,14401.5,129600,100.0,0.28
00:28:01,14430.72,129800,100.0,0.28
00:28:45,14474.79,130100,100.0,0.28
00:29:51,14541.03,130700,100.0,0.28
00:31:22,14631.41,131400,100.0,0.28
00:31:43,14652.8,131700,100.0,0.28
00:33:28,14757.65,132300,100.0,0.28
00:33:46,14775.23,132600,100.0,0.28
00:33:58,14787.24,132700,100.0,0.28
00:34:20,14810.17,132900,100.0,0.28
00:35:18,14868.04,133600,100.0,0.28
00:36:43,14952.62,134100,100.0,0.28
00:37:12,14981.9,134500,100.0,0.28
00:37:30,15000.15,134700,100.0,0.28
00:38:28,15057.9,135400,100.0,0.28
00:39:05,15094.47,135800,100.0,0.28
00:39:17,15106.21,135900,100.0,0.28
00:39:30,15119.68,136000,100.0,0.28
00:39:45,15135.11,136200,100.0,0.28
00:40:25,15174.27,136600,100.0,0.28
00:40:41,15190.28,136900,100.0,0.28
00:40:53,15203.02,137200,100.0,0.28
00:40:54,15204.05,137300,100.0,0.28
00:42:29,15298.55,138200,100.0,0.28
00:42:35,15304.28,138400,100.0,0.28
00:43:20,15349.27,138900,100.0,0.28
00:43:21,15350.3,139000,100.0,0.28
00:43:36,15365.43,139300,100.0,0.28
00:44:06,15395.47,139600,100.0,0.28
00:46:18,15527.96,140900,100.0,0.28
00:47:16,15585.51,141200,100.0,0.28
00:47:42,15611.96,141500,100.0,0.28
00:48:00,15629.51,141700,100.0,0.28
00:48:13,15642.22,141800,100.0,0.28
00:49:14,15703.76,142300,100.0,0.28
00:49:47,15736.24,142500,100.0,0.28
00:50:09,15759.14,142700,100.0,0.28
00:51:12,15821.97,143200,100.0,0.28
00:52:07,15877.16,143600,100.0,0.28
00:52:44,15913.53,143700,100.0,0.28
00:52:45,15914.58,143800,100.0,0.28
00:53:26,15956.18,143900,100.0,0.28
00:53:45,15975.07,144100,100.0,0.28
00:55:33,16082.76,144900,100.0,0.28
00:55:54,16103.75,145000,100.0,0.28
00:56:19,16128.25,145200,100.0,0.28
00:57:32,16201.58,145500,100.0,0.28
00:57:55,16224.87,145800,100.0,0.28
00:58:14,16244.14,145900,100.0,0.28
00:58:39,16268.43,146100,100.0,0.28
00:59:00,16289.39,146200,100.0,0.28
00:59:52,16341.22,146500,100.0,0.28
00:59:58,16347.83,146700,100.0,0.28
01:00:28,16377.71,147000,100.0,0.28
01:00:46,16395.23,147300,100.0,0.28
01:00:58,16407.78,147500,100.0,0.28
01:01:40,16450.04,147700,100.0,0.28
01:02:17,16486.86,147900,100.0,0.28
01:02:29,16498.37,148000,100.0,0.28
01:02:30,16499.41,148100,100.0,0.28
01:03:02,16532.18,148600,100.0,0.28
01:03:40,16569.57,149300,100.0,0.28
01:03:57,16586.55,149500,100.0,0.28
01:04:15,16604.69,149700,100.0,0.28
01:05:37,16686.36,150200,100.0,0.28
01:05:46,16695.89,150400,100.0,0.28
01:06:04,16713.36,150500,100.0,0.28
01:06:05,16714.39,150600,100.0,0.28
01:06:41,16751.09,150900,100.0,0.28
01:06:58,16767.54,151100,100.0,0.28
01:07:50,16819.77,151400,100.0,0.28
01:08:13,16842.29,151500,100.0,0.28
01:08:14,16843.32,151600,100.0,0.28
01:09:17,16906.72,151900,100.0,0.28
01:09:55,16945.08,152300,100.0,0.28
01:10:10,16959.64,152500,100.0,0.28
01:11:36,17045.43,153100,100.0,0.28
01:12:40,17109.85,153700,100.0,0.28
01:13:10,17139.63,153800,100.0,0.28
01:13:42,17171.86,154000,100.0,0.28
01:17:03,17372.74,155300,100.0,0.28
01:17:32,17401.58,155400,100.0,0.28
01:17:35,17404.68,155600,100.0,0.28
01:18:32,17461.74,156100,100.0,0.28
01:19:07,17497.17,156300,100.0,0.28
01:19:24,17513.88,156500,100.0,0.28
01:19:37,17526.46,156900,100.0,0.28
01:20:24,17573.84,157000,100.0,0.28
01:21:13,17622.63,157400,100.0,0.28
01:21:52,17661.62,157800,100.0,0.28
01:22:14,17683.62,158000,100.0,0.28
01:23:03,17733.04,158400,100.0,0.28
01:23:34,17763.3,158700,100.0,0.28
01:23:47,17776.37,158900,100.0,0.28
01:24:34,17823.29,159300,100.0,0.28
01:24:46,17835.83,159500,100.0,0.28
01:24:57,17847.12,159700,100.0,0.28
01:26:29,17939.06,160500,100.0,0.28
01:27:00,17969.4,160600,100.0,0.28
01:27:01,17970.43,160700,100.0,0.28
01:27:33,18002.79,160900,100.0,0.28
